notification_id,student_id,type,message,created_at,status,recipient_contact,sent_by,school_id,priority
14798,15025,Push,Citizen window avoid modern life eat.,2025-01-29 12:07:59,Failed,735-755-1997x83499,Terry Powers,43,Low
14799,19849,Email,Weight even general add.,2025-01-07 07:40:31,Sent,+1-613-794-0466x89135,Melanie Williams DDS,72,Medium
14800,19075,Push,Mr who cold need.,2024-02-22 04:14:41,Pending,365-516-7021x4361,Michael Miller,75,Low
14801,7229,Email,Fly white especially.,2024-05-30 13:06:01,Sent,001-565-881-6418,John Jones,11,High
14802,19160,Push,Leader especially everyone until rate.,2024-08-25 08:18:15,Pending,727-532-2645x2426,Melanie Hernandez,71,Medium
14803,10234,Push,Arrive test out.,2024-12-13 03:43:59,Pending,+1-802-335-2625x691,Scott Watts,74,Low
14804,2531,Email,Rest author daughter social.,2024-12-08 00:30:41,Pending,001-911-844-4024x29324,Jonathan Rojas,16,Medium
14805,19933,Push,Five least popular mind suggest heart.,2024-11-14 10:53:19,Failed,407.625.7299x5124,Andrea Padilla,58,Low
14806,18958,SMS,Country dream none music.,2024-06-01 20:58:07,Failed,(345)637-6411,Austin Williams,27,Medium
14807,1012,SMS,What major simply here significant.,2024-05-04 03:25:27,Failed,7844118496,Jonathan Gay,21,Medium
14808,9465,Email,Itself character including film.,2024-12-09 13:24:58,Pending,326.335.3853,Pamela Perez,51,Low
14809,509,Push,Worker election physical assume.,2024-03-22 06:28:46,Sent,983.810.6882,Nicholas Burnett,92,Medium
14810,1839,Email,General raise during life.,2024-10-30 04:22:10,Failed,273.445.5388,Andrew Huynh,54,Low
14811,16406,Email,Way day camera.,2025-01-04 19:19:15,Pending,8977222715,Elizabeth Mcclure,72,Low
14812,6194,Email,Every follow window around step method former.,2024-07-13 06:47:12,Failed,+1-850-900-8300x30624,John Miller,37,Medium
14813,4904,Push,Style use particularly.,2024-02-05 05:45:54,Failed,001-360-748-5178x595,Michael Pearson,11,Low
14814,11573,Email,Show data style born citizen cold career between.,2024-02-11 17:00:43,Sent,+1-852-865-5901,William Ponce,47,Low
14815,7002,Push,Head government energy ahead.,2025-01-27 00:43:54,Sent,434-985-3602,Adrian Martin,15,High
14816,7712,Push,Else hand I.,2024-11-11 21:25:06,Pending,5746096471,Ms. Tanya Estrada,74,Low
14817,10689,Email,Foreign opportunity finish stand interest each hot late.,2024-06-26 08:37:53,Pending,+1-502-372-7558x7154,Zachary Miller,91,Medium
14818,7559,Email,Rate drop street away figure build century.,2024-10-04 02:25:53,Pending,001-356-732-1138x811,Richard Berry,39,High
14819,17252,Push,Development animal teach mind require not research.,2025-01-21 17:43:52,Sent,515.332.3872,Candice Carrillo,9,Medium
14820,6150,Push,Care green she learn.,2024-11-02 01:01:46,Sent,(369)439-2859,Mary York,63,Medium
14821,7533,SMS,Avoid here north protect book.,2024-07-11 06:40:42,Pending,(794)691-2751x369,Peter Lloyd,24,Medium
14822,8373,Email,Positive state director apply responsibility more.,2024-07-17 21:20:04,Sent,(910)801-8211,Shaun Robinson,87,Low
14823,11412,SMS,Garden politics receive Mrs list police.,2025-01-28 09:06:58,Failed,622-488-0677x637,Victoria Warren,84,High
14824,8209,SMS,Protect act accept west.,2024-07-28 14:44:17,Pending,681.955.0377x376,Rebecca Everett,72,High
14825,2308,Email,Color follow require effort manage share.,2024-04-02 03:47:05,Pending,802-979-6824,Stacey Gray,23,High
14826,7635,Push,Upon number now require cause.,2025-01-13 16:17:54,Sent,900.830.4863x18866,Erica Neal,80,Medium
14827,8967,SMS,So someone fear.,2024-02-18 02:14:39,Failed,443-465-3102x020,Robin Tate,9,Low
14828,2648,Email,Current whatever open law today rise.,2024-06-16 21:20:41,Failed,(397)226-0654x0774,Stephanie Sampson,39,Low
14829,1373,Email,Energy reduce fly.,2025-01-07 11:03:15,Sent,630.846.8636x302,Lisa Holmes,86,High
14830,16494,Push,Include keep help probably friend.,2024-09-09 11:17:08,Sent,3339320524,William Ramos,67,High
14831,10268,SMS,Force building prepare which.,2024-02-13 20:10:22,Sent,(204)740-9155x7717,Veronica Pena,86,Medium
14832,1852,Push,Bring leave trip section camera get bit.,2024-12-22 10:06:46,Pending,2972432471,Lori Hammond,84,Low
14833,3929,Push,Page improve serious board former.,2024-05-13 19:22:31,Failed,(401)804-5240x4976,Brad Daniels,14,High
14834,5283,Push,Sometimes nation lead tax color campaign special finally.,2024-12-29 09:32:21,Pending,001-319-423-5708x733,Joseph Nicholson,84,Low
14835,12429,Email,Particularly wind drive somebody wife sound.,2024-12-19 21:13:52,Failed,+1-356-800-9219x81465,Melinda Lambert,53,Low
14836,16870,Email,Close within growth democratic after.,2024-03-25 13:48:27,Sent,470.926.6699x842,Ryan Garcia,80,Low
14837,19879,SMS,Art report with yourself coach.,2024-10-13 23:24:30,Pending,715.930.0969x33006,Jeanette Mccarty,38,Low
14838,10473,Push,Somebody father note his government share leader.,2024-11-30 23:18:01,Failed,875.400.4344x77001,Michael Smith,35,Low
14839,10611,SMS,Admit whatever past foreign born.,2024-07-26 21:17:14,Pending,001-294-955-8947x947,Michael Vaughn,64,Low
14840,2607,SMS,End realize listen.,2024-06-18 04:18:32,Failed,322.211.1636x380,Ashley Blevins,65,Low
14841,11983,Push,Notice day I student.,2024-02-24 17:30:35,Failed,438-321-5006,Matthew Kelley,40,High
14842,824,SMS,Admit put board.,2024-08-15 00:48:21,Failed,001-488-510-2449x390,Daniel Yoder,90,Low
14843,7940,Push,Culture beyond those much them eye understand near.,2024-04-01 08:27:31,Failed,696.999.7562x16357,Brian Cardenas,87,Medium
14844,16341,Push,Religious someone important there claim meet.,2024-09-23 00:53:12,Sent,001-930-697-5506x9153,Dennis Kerr,11,Low
14845,13184,Email,Close perhaps record truth good land exist ever.,2024-06-06 02:21:47,Sent,001-227-881-6487x719,Jasmine Brown,25,Low
14846,13043,Email,Seem natural strong thing community.,2025-01-22 15:49:47,Pending,366.896.9904,Amanda Heath,57,Low
14847,19535,SMS,Agent loss where will local gas.,2024-06-25 08:09:39,Failed,407.951.8232x38058,Miguel Nguyen,37,Low
14848,1793,Push,System relationship stop plant.,2024-03-01 02:18:39,Failed,+1-370-825-8762x104,Michael Diaz MD,71,High
14849,19087,SMS,Throughout couple face shoulder industry.,2024-09-07 00:07:40,Pending,(863)225-8851,Ronnie Buckley,74,High
14850,45,SMS,Court president such hand reach I.,2025-01-17 10:00:32,Failed,448.457.5651x5836,Andrea Taylor,45,High
14851,695,SMS,Bank surface road really.,2024-03-24 01:04:40,Sent,582-947-9155,Susan Hull,14,Medium
14852,2908,Push,Identify hotel nation floor religious ask team.,2024-08-23 05:29:30,Failed,001-255-816-4545x07239,Keith Sandoval,28,High
14853,11416,Email,Inside would accept authority.,2024-09-02 03:46:44,Pending,001-373-252-2768x408,Michael Patel,94,Medium
14854,12637,Push,Daughter only leg someone television check policy.,2024-05-24 23:48:35,Sent,9105782294,Thomas Herrera,47,Medium
14855,15777,Push,Husband care fast particular.,2024-03-25 07:50:45,Sent,(900)857-1041,Rachel Flores,55,High
14856,15736,Push,Toward style very buy although.,2024-05-05 03:57:41,Sent,001-237-553-1385x0683,Sherry Russell,36,Medium
14857,14446,Push,Attack become article generation whom attorney.,2025-01-07 22:43:49,Sent,001-567-830-7650x946,Chase Cooper,86,Low
14858,10311,Push,Draw professor their book trade computer somebody politics.,2024-11-22 04:11:39,Failed,908.619.0031x92033,John Nguyen,33,Medium
14859,19740,Email,Now kind open trade.,2024-12-11 08:26:48,Pending,284.779.0568x7522,Rebecca Doyle,74,High
14860,19211,SMS,Back plant feel could.,2024-04-07 14:19:45,Failed,001-293-850-5423x4842,Jessica Stanley,23,High
14861,18699,Push,Attention small management serve.,2024-10-19 15:22:43,Failed,3974151928,Michelle Hansen,48,High
14862,12102,SMS,Culture toward speak community Mrs general eight.,2024-11-06 08:11:08,Failed,895-937-2870x426,Christy Brown,91,Medium
14863,12424,SMS,Pattern consumer today thousand military record like turn.,2024-09-23 09:03:07,Pending,877.602.0349,Juan Stewart,86,High
14864,12884,SMS,Grow parent special close cost specific.,2024-05-23 06:04:01,Pending,412.455.0469x1631,Mason Hoover,34,High
14865,8548,Push,Leg ago money style change.,2024-09-23 03:47:35,Sent,(276)307-5287,Alexander West,84,High
14866,372,Push,Bed yourself PM dog.,2024-08-24 05:21:30,Failed,3746295439,Jonathan Torres,97,High
14867,1787,SMS,Cold building before car.,2024-12-06 06:21:59,Sent,3454722245,Shannon Higgins,85,Medium
14868,13841,Email,Tell late nation radio.,2024-03-17 11:36:14,Failed,+1-608-589-6532x46025,Samuel Miller,32,Medium
14869,15516,SMS,Seem free me he look.,2024-08-12 09:14:41,Failed,001-559-829-5957,Amanda Davis,3,Medium
14870,12867,Push,Point where policy step.,2024-09-27 23:21:41,Pending,001-535-490-6554x9911,Paul Dillon,57,Medium
14871,12783,Push,Similar none perhaps hit this eat.,2024-06-21 17:56:43,Failed,553.595.4436x678,Mrs. Jocelyn Phillips,33,Medium
14872,6500,SMS,Nearly near wall stock energy take.,2024-04-26 16:54:53,Failed,699-540-8349x75135,Kevin Wilkinson,5,Medium
14873,17115,Email,Campaign another culture staff finish happen series case.,2024-07-19 06:49:29,Sent,908-761-1337x94124,Dakota Sanford,87,Medium
14874,11124,SMS,Happy member rest accept former garden.,2024-09-11 12:42:36,Failed,001-506-889-6648x4645,John Carter,7,Medium
14875,2373,Push,Pay imagine them.,2025-01-09 05:10:47,Sent,5033272842,Angelica Barton,17,High
14876,12930,Email,Article someone protect right.,2024-08-03 13:35:37,Pending,+1-642-874-0699x0161,Valerie Smith,47,High
14877,12205,Email,Magazine door later skin or.,2024-04-11 01:36:43,Pending,465-940-1173,Heidi Huff,74,Low
14878,2841,Email,Change series environment wife total.,2024-05-25 02:51:03,Pending,678-762-5709x6034,William Mitchell,45,Low
14879,5036,Push,Alone child out movement face.,2024-10-28 13:23:52,Pending,+1-772-832-9007x6428,Robert Ponce,27,High
14880,4712,SMS,Now sometimes focus improve case various concern growth.,2024-03-12 22:54:04,Pending,601.489.7555x550,Tammy Thompson,37,High
14881,15532,SMS,Season line move.,2024-11-04 00:15:55,Sent,+1-886-864-5242,Gina Ellis,79,Medium
14882,3358,SMS,Face others might.,2024-08-06 02:26:40,Failed,+1-643-422-4849x77379,Nicole Mayer,72,High
14883,13700,Push,Power out field much thus success.,2024-05-23 03:35:52,Pending,001-574-341-4692,Toni Brown,37,Medium
14884,7923,Push,Heavy grow within speak.,2024-11-03 12:01:48,Failed,(634)761-5317x96494,Joseph Clark,27,Medium
14885,10471,SMS,Leg real executive environment executive young.,2024-08-29 11:04:55,Failed,(382)512-7013x83677,Courtney Cooper,11,Medium
14886,5043,Push,Smile lawyer world.,2024-07-23 14:29:47,Pending,(313)763-7666x56207,Brandon Williams,67,Medium
14887,12929,Email,Enough purpose attention wear majority PM coach.,2024-08-12 01:37:15,Pending,(953)579-5243,Melissa Sanders,63,Low
14888,14680,SMS,Image maintain five walk.,2024-07-09 18:10:35,Failed,001-558-630-4431x94694,Henry Turner,81,Low
14889,8542,SMS,East stuff theory modern assume throughout.,2024-05-28 04:34:42,Failed,(446)343-8673,Angel Henderson,96,Medium
14890,19448,Email,Standard father participant anyone at bed.,2024-02-18 15:30:43,Failed,(961)591-7779,Matthew Sexton,96,Medium
14891,17334,Push,Everyone hospital million us main institution.,2024-06-30 00:29:19,Failed,8514972345,Richard Webster,48,Medium
14892,16186,Email,Through threat really military.,2024-09-23 05:27:17,Failed,(350)304-4826,Kimberly Bryan,41,Medium
14893,7358,Email,Health space knowledge southern.,2024-06-02 03:43:37,Sent,561.572.8661x806,Craig Kennedy,22,Medium
14894,3783,SMS,Turn his sign concern there and.,2024-04-01 17:26:48,Pending,001-389-894-2344,Dustin Lawrence,69,High
14895,137,SMS,Throw authority subject including perform sign.,2024-04-15 21:30:47,Failed,+1-501-754-5233x6457,Dawn Roman,20,High
14896,2448,SMS,Be computer shoulder against mother line.,2024-08-07 05:12:42,Sent,648.453.1370x609,Erika Brown,17,High
14897,18967,SMS,Clear prevent might sure degree news.,2024-02-05 13:30:29,Failed,+1-334-229-6864x39403,Joseph Meadows,89,High
14898,15998,Email,Pm letter young civil western.,2024-10-19 06:02:03,Sent,001-738-375-2406x56614,Kimberly Summers,31,High
14899,5388,SMS,Religious matter question.,2024-12-01 13:37:04,Failed,681.617.3621,Eric Dalton,53,Low
14900,8284,Push,Able tend project white indicate few structure.,2024-12-01 18:15:05,Sent,(623)415-8449,Joanna Wallace PhD,60,Low
14901,7922,SMS,Woman these mention list table explain.,2024-05-09 23:01:35,Failed,001-528-814-7698x4792,David Perry,47,High
14902,15481,SMS,Stage onto party career help.,2024-04-15 05:41:40,Sent,476.259.1305,Troy Davis,5,Medium
14903,13251,SMS,Visit full reach vote star must.,2024-06-27 18:22:15,Sent,821-623-8831,Christina Johnson,99,High
14904,4690,SMS,Main about anyone cause yes explain player deal.,2024-07-06 08:20:39,Pending,(969)780-7207,Charles Campos,54,High
14905,852,Email,Unit within cell information current per.,2024-07-21 19:15:47,Sent,001-913-813-6789x003,Juan Davis,68,High
14906,1855,Push,Campaign anyone at ability.,2024-11-14 16:24:37,Failed,415.562.9884x889,Russell Baker,26,Low
14907,2814,Push,Each treatment school.,2024-02-04 09:21:13,Sent,4417397565,Andrea Thompson,5,Low
14908,3600,SMS,Himself study letter sound.,2024-08-04 16:21:08,Pending,(640)787-0950,Jason Lin,91,High
14909,19804,SMS,Late economy begin bad.,2024-10-14 13:32:39,Sent,999.929.9426,Patricia Conley,62,Medium
14910,17256,Email,Within from space alone affect impact we say.,2024-02-23 22:41:41,Failed,694-806-9095,Eric Williams,19,Medium
14911,1390,Push,Production treat identify guess official table.,2024-05-22 03:26:42,Pending,001-344-338-8006x64409,Christopher Navarro,79,Low
14912,1986,Push,Past line physical red time.,2024-11-19 17:55:19,Failed,001-721-685-7864,Lisa Peterson,38,High
14913,2038,Email,Thousand more body I.,2024-09-03 07:40:24,Pending,001-468-211-8560x7659,Evan Castillo,40,Low
14914,10928,Push,Strong fear how author than hospital woman.,2025-01-03 03:27:18,Failed,650-252-0907x437,Benjamin Davis,63,High
14915,2440,SMS,Prove small expert.,2024-11-08 16:16:29,Failed,(788)649-6340,Meghan Smith,45,Medium
14916,12748,Email,And economy trial with church effect officer.,2024-09-22 03:57:45,Pending,+1-881-717-5172x70738,Robert Brown,97,Low
14917,6472,Push,Anything participant two lay economy.,2024-03-21 23:23:32,Failed,727.540.9382x24736,Kimberly Farley,47,High
14918,4753,SMS,Method at determine indeed political bank.,2024-06-14 19:34:32,Pending,+1-845-732-8364x394,Rick Brown,84,High
14919,5392,Email,Possible against either similar degree.,2024-04-20 13:35:20,Failed,343-294-6010x28849,Madison Chapman,36,High
14920,12641,Push,Myself pass when total job above modern job.,2024-04-06 20:40:48,Failed,504.463.0376x39237,John Walker,95,High
14921,16845,Email,Hard ball pick company number someone.,2024-08-15 18:31:11,Failed,(646)823-1932x46902,Kara Matthews,21,High
14922,14472,SMS,Media type night.,2024-06-18 06:44:42,Sent,001-354-639-4504x693,Keith Vance,30,Low
14923,316,SMS,Recently name why seat.,2024-03-23 18:02:27,Sent,+1-705-350-1553x7026,Natalie Nash,79,Medium
14924,19708,Email,Power possible everyone party situation simple several relate.,2024-09-07 13:01:18,Failed,(338)842-9866x41385,David Ramos,49,Low
14925,8983,SMS,Sell seek pick store.,2024-02-10 14:35:29,Pending,261-311-3868,Steven Ward,26,High
14926,14521,SMS,Individual home around follow.,2024-08-23 11:13:39,Failed,001-994-267-4125x5484,Timothy Barton,11,Medium
14927,3428,Push,Majority talk water study.,2025-01-31 05:41:51,Sent,745-660-7673x899,Wendy Brown,43,High
14928,19550,Push,Course operation need.,2024-06-23 00:48:44,Pending,330.530.9160x690,Kenneth Gray,58,Low
14929,11657,Email,Ten little talk life happy role.,2024-04-21 12:19:03,Pending,219-208-9950x051,Crystal Dixon,31,Medium
14930,4674,Email,Trip east picture.,2024-02-24 18:26:49,Pending,393.462.9752,Penny Lester,45,High
14931,12941,Email,Letter born car of difference.,2024-05-09 13:53:38,Pending,(693)909-0483,Walter Harris,23,Medium
14932,18387,SMS,Brother those along drug between again trade.,2024-12-14 21:37:16,Sent,438-437-1488x4679,Aaron Brooks,51,Low
14933,10500,Push,Them edge none study send turn.,2024-07-26 19:00:01,Pending,(211)942-3367x0076,Thomas Rodriguez,1,High
14934,5069,SMS,Save campaign Republican different wear.,2024-12-25 06:07:14,Failed,+1-717-221-2187,Brandon Brown,25,Medium
14935,13448,Email,Here feel leg TV brother.,2024-12-18 22:11:53,Pending,(719)358-5593x568,Christopher Walker,4,High
14936,18859,SMS,Politics future assume unit concern.,2024-10-25 22:53:38,Failed,+1-541-285-1997x608,Evan Davis,28,High
14937,1655,Push,Guy area watch inside certain kitchen fact.,2024-05-30 20:09:14,Pending,+1-291-916-8209x52682,Alexander Santiago,90,Low
14938,10988,SMS,Fire him source brother base son.,2024-12-10 20:22:00,Failed,960-936-0220x299,James Harper,80,Low
14939,2723,Push,Over away vote.,2024-09-11 13:24:51,Pending,+1-600-304-4561x606,Anthony Davis,4,Medium
14940,5407,SMS,Southern continue for law early total strong.,2024-10-25 08:29:52,Sent,652-496-5693x4539,Kathleen Gallagher,55,Medium
14941,13016,Push,Religious blood debate.,2024-07-16 06:39:16,Failed,(449)801-7725,Christopher Austin,45,High
14942,1037,SMS,Set once good time.,2025-01-30 18:05:33,Failed,(920)690-8544x81410,Carla Benson,75,Medium
14943,2514,Email,Only allow tough listen war all.,2024-10-20 19:01:22,Failed,767-858-3139,Jacqueline Martin,13,High
14944,17801,Push,Happy could federal level indicate now feel pull.,2024-05-02 09:42:48,Sent,001-748-607-9373,Jacob Reynolds,14,High
14945,6457,Push,Agent environment reason just discuss either identify.,2024-02-02 07:46:18,Failed,6873588642,Sharon Nichols,33,High
14946,19989,Email,Whether social always detail food wide five clearly.,2024-08-01 15:18:49,Failed,263.257.9267x900,Christopher Edwards PhD,75,Medium
14947,7874,SMS,Money any her vote.,2024-02-12 12:32:33,Failed,+1-779-465-2551,Brian Fisher,53,High
14948,13507,Push,Speech they take.,2024-08-16 11:04:10,Sent,+1-528-406-1807x3285,Cynthia Arnold,83,Medium
14949,4385,SMS,Whatever than view imagine.,2024-05-11 05:39:14,Failed,(882)995-6097,Bradley Navarro,34,Low
14950,13776,SMS,Painting real attorney sort.,2024-06-03 23:21:56,Failed,+1-881-382-8342x8750,Karen Herrera,76,Medium
14951,694,Email,Back focus feeling pay already current former.,2024-07-10 01:43:04,Sent,760-528-0040x7875,Ashley Mann,71,Low
14952,18820,SMS,Set international direction traditional need.,2024-12-05 19:15:41,Pending,001-656-224-2472x4203,Madison Howell,2,Low
14953,8125,Email,Relationship everyone half finish.,2025-01-06 21:15:34,Failed,(301)437-1202x45347,Tina Wade,98,Medium
14954,16199,SMS,Or study professional card.,2024-11-06 07:33:04,Failed,(625)548-2983x8578,John Lam,53,Low
14955,17332,SMS,Sport enough house nothing.,2024-02-10 04:14:09,Failed,(606)302-7280,Andres Grant,68,High
14956,16431,Push,Address lot arm recognize.,2024-07-30 20:59:21,Sent,629-408-6435x23939,Nicholas Hanna,94,Medium
14957,19465,Email,Real peace center.,2024-04-07 06:09:54,Sent,611.678.9342,Nicole Chandler,37,Low
14958,195,SMS,Thought air change street grow.,2024-04-15 02:53:08,Pending,865.390.8655,Eric Chung,7,High
14959,16513,Email,Program expect page buy student.,2024-04-13 01:19:18,Failed,698-777-4554,Lisa Warner,42,High
14960,15810,SMS,Represent benefit despite.,2024-06-30 21:03:15,Failed,817-574-6279x300,Ruben Swanson,80,Low
14961,11985,Email,According fall reduce miss until picture.,2024-12-31 06:45:57,Failed,(269)948-7234,Katie York,1,High
14962,14986,Push,Use start less key finish.,2024-11-13 07:01:10,Sent,282-500-9494x6537,Hector Atkins,19,Medium
14963,16117,Push,Watch civil soldier.,2024-08-15 06:40:43,Sent,979.423.6412x85977,Riley Spencer,2,High
14964,12280,Push,East short she system keep.,2024-09-14 04:03:59,Sent,572-887-6056,Isaac Chavez,26,High
14965,19026,Push,Really reach could sure price left live.,2024-09-08 08:23:25,Failed,+1-504-918-9425x353,Terry Hoffman,6,Low
14966,10940,SMS,Form across meet machine.,2024-04-13 10:28:55,Failed,001-638-520-7436x6385,Paula Wheeler,12,Medium
14967,1770,Push,Care water treat draw.,2024-11-29 06:43:36,Failed,001-588-202-3327,Craig Webb,15,Low
14968,4714,Email,Wonder drug force network.,2024-07-04 02:07:05,Failed,352.326.6079x3546,Katrina Stein,84,Medium
14969,19565,Email,Activity glass structure I station president trouble.,2024-10-04 02:19:54,Failed,293-652-5019x35022,Jacqueline Davies,62,Medium
14970,4719,Push,People check wife finish quickly talk statement.,2024-07-07 16:04:04,Pending,2664472244,Alexandra Flores,86,High
14971,13868,Email,Page guy magazine certainly market consumer born.,2024-03-03 12:53:16,Failed,+1-420-812-5912x761,James King,3,Medium
14972,7483,Push,Practice suffer together increase kitchen.,2024-02-02 22:38:50,Sent,+1-236-739-2162x7345,Samantha Rocha,23,High
14973,12342,Email,Not truth nation certainly paper food friend Republican.,2024-05-15 05:18:01,Sent,001-831-207-8331x43548,Danielle Herring,1,Medium
14974,14474,SMS,Push member old able space however.,2025-01-31 13:06:19,Pending,(554)922-5540x443,Todd Martin,25,Low
14975,13174,SMS,Detail now magazine fill out population send.,2024-11-17 15:27:25,Pending,480.572.4220,Raymond Cochran,52,High
14976,8792,Push,Little eight movement computer.,2024-11-08 22:19:15,Failed,882.991.7850x34592,Randy Diaz,84,High
14977,17203,Email,Although TV site thought state put.,2024-06-04 08:27:03,Sent,001-541-431-2388x4714,Hunter Bowman,100,Medium
14978,4473,Email,Choose option walk perform all exactly treat.,2024-02-25 15:50:34,Failed,(957)783-3701,Sandra Garcia,94,High
14979,18417,SMS,Decide born eight truth increase executive method.,2024-05-12 21:58:11,Failed,001-211-622-5132x941,Lisa Davis,62,Low
14980,13700,Email,Always kid number manage same.,2024-09-05 15:27:50,Sent,(737)983-4842x757,Michele Clark,90,High
14981,162,SMS,Decide player identify end.,2024-08-01 05:13:19,Sent,(646)219-2626,Lance Perry,20,Medium
14982,14840,Push,Career might much decide impact fish often.,2024-11-08 20:42:47,Sent,+1-368-445-5431x551,Dr. Matthew Bell,78,Medium
14983,8006,Push,Man adult property itself wrong serious.,2024-02-25 18:52:17,Sent,357.994.8885,Jessica Hernandez,22,Medium
14984,8686,Email,Right way nor good.,2024-02-04 06:10:22,Failed,(338)555-7096x1086,Christopher Dickson,76,Low
14985,704,SMS,Add game bit cup either then particularly.,2024-06-08 11:28:33,Pending,225-437-8607x81421,Kimberly Mendoza,18,Low
14986,14113,SMS,Condition drop himself bill election college prevent current.,2024-07-27 08:24:25,Sent,611.276.4564,Heather Henry,15,Low
14987,3567,SMS,Oil store phone for.,2024-12-15 16:04:48,Failed,(903)455-0918,Mary Gonzalez,34,Low
14988,17296,Email,Fine candidate professor star behind break.,2025-01-18 11:15:29,Failed,(772)493-5485,Michele Hernandez,66,High
14989,16256,Push,Recent six build.,2024-04-19 10:21:00,Failed,364.826.9275x2891,Elizabeth Anderson,84,High
14990,563,SMS,Bit somebody forget discover late institution cost a.,2024-09-18 17:03:19,Sent,(752)706-1319,Phillip Williams,5,High
14991,13315,Email,Low same computer teacher international.,2024-06-12 14:15:06,Sent,001-817-255-6676x236,Amy Fernandez,52,Medium
14992,6504,Email,Radio responsibility set however could camera action.,2024-08-30 10:51:30,Sent,785-792-4419x20698,Bradley Foster,97,High
14993,11502,SMS,Later short voice serve save.,2024-10-12 20:45:22,Failed,001-237-215-0553x7934,Johnathan Rodriguez,86,Medium
14994,2016,SMS,Understand around or same music.,2024-02-08 18:59:22,Failed,306-992-6215,John Murphy,8,Low
14995,949,SMS,Activity term clearly physical.,2024-03-14 23:34:35,Pending,001-827-678-3976,Alexandra Robinson,75,High
14996,19599,SMS,Similar act about series main store.,2024-07-31 17:58:11,Pending,4039375745,Sandra Simmons,26,Low
14997,6204,Email,Father board key happy.,2024-04-02 20:17:16,Failed,+1-504-341-7569x2243,Kristopher Harris,96,Low
14998,2036,Email,Federal travel effect.,2025-01-22 04:38:15,Sent,(521)761-9976,Kathy Castillo,2,Low
14999,3994,SMS,Our where feel strategy.,2024-12-05 09:35:17,Failed,(515)258-8822x81030,Cynthia Martinez,33,Medium
15000,16071,SMS,Size machine door behind.,2024-11-10 21:21:28,Sent,001-872-572-9424,Zachary Jacobs,27,High
15001,11373,SMS,North chair drive situation interest.,2024-12-07 05:52:48,Pending,772.759.7271x13050,Crystal Middleton,55,Medium
15002,14297,Push,Either right quickly like develop moment such.,2024-06-07 04:29:54,Sent,(210)804-6071,Franklin Mclaughlin,4,High
15003,14456,Email,Administration truth strategy happy join kind what manager.,2025-01-18 23:45:43,Failed,(487)758-9851x918,Sarah Buchanan,48,High
15004,18065,Push,Bring five though game tree.,2024-08-28 22:04:09,Pending,001-692-775-8641x7097,Danielle Wu,6,Low
15005,12479,SMS,Partner manage set past somebody.,2024-12-02 02:17:06,Sent,(205)725-6167,Anthony Cook,35,Low
15006,4733,SMS,Mind position huge network history.,2024-10-10 06:15:01,Sent,8612720777,Manuel Lawrence,88,Medium
15007,16012,SMS,Tonight drug these machine.,2024-02-07 04:13:13,Pending,401-918-7629x9531,Suzanne Luna DDS,76,Medium
15008,5652,Push,Various cold grow radio relate open page for.,2024-09-05 14:15:19,Sent,+1-473-545-3343,Anne Neal,15,Medium
15009,9655,Push,Car car address them couple evening provide.,2024-12-02 00:50:29,Pending,(502)672-3767x0055,Jeffrey Rodriguez,75,High
15010,17407,Email,By trial author someone.,2024-05-11 12:26:36,Pending,(827)826-0989x730,Debra Austin DDS,26,Medium
15011,6810,Email,Bed leave imagine medical require though in door.,2024-06-01 23:36:06,Sent,656.709.4588,Andrew Glass,61,High
15012,7187,Email,Dark plant radio feeling.,2024-04-10 06:27:45,Pending,940.796.5722x47731,Wanda Cannon,90,Medium
15013,3163,SMS,Dream speak attention.,2024-10-22 01:33:21,Sent,001-973-548-3601x0689,Amanda Gregory,43,Low
15014,10240,Email,Drive where although these analysis in reveal.,2025-01-24 03:21:12,Failed,237.772.6656x9779,Connie Delgado,34,Medium
15015,5375,SMS,Past important less Congress political one.,2025-01-17 08:06:12,Pending,684-546-1241,Theodore Wells,76,Medium
15016,2335,Email,Join look box.,2024-03-22 03:53:08,Failed,8785280155,Shawn Kirby,56,Medium
15017,11381,Email,Along process help together over upon.,2024-04-29 02:36:50,Failed,+1-426-662-3752,Linda Williams,71,High
15018,12013,Push,Easy shake entire me administration federal present.,2025-01-26 12:12:04,Pending,+1-590-532-3662x91036,Edward Collins,96,Low
15019,8060,Email,Appear population value hand writer.,2024-10-11 12:50:23,Sent,213-580-6411x23309,Beth Perez,88,Low
15020,6167,SMS,Statement particularly result become.,2024-08-07 03:37:47,Failed,785.992.1069x1465,Rebecca Fernandez,69,High
15021,363,Push,Again me behavior.,2024-03-13 05:55:15,Sent,317-952-2185x452,Jennifer Guerrero,64,Low
15022,9077,Push,Trip church gas light.,2024-07-07 08:08:33,Pending,001-824-897-8898x89366,Daniel Morrow,20,Medium
15023,9921,Email,Work notice arm voice page.,2025-01-14 07:44:13,Pending,001-931-203-8022x1171,Tiffany Edwards,69,High
15024,17268,Email,Grow must save see within.,2024-10-03 23:58:57,Pending,276-853-7245x3810,Jessica Martin,49,Low
15025,19898,Email,Tax individual top upon.,2024-04-25 12:00:21,Sent,(531)943-9320x1907,Donald Wilson,96,High
15026,8307,Push,With life identify training rise most.,2024-07-17 22:34:20,Sent,629.291.6101x7825,Michael Davis,59,Low
15027,70,Email,Deal machine various work.,2024-08-02 08:17:57,Failed,(401)807-8374x3784,Holly Davis,33,Medium
